"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8543","hover test","chromium","2026-06-16","passed","2026-06-16","","hover.spec.ts","",""
